,pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_orbsmax,pl_insol,pl_orbeccen,st_teff,st_rad,pl_dens
3405,Kepler-194 c,2.59,7.22,17.308032,815.0,0.131,56.955,0.0,6089.0,1.025,2.28
3406,Kepler-194 d,2.4,6.35,52.814973,562.0,0.275,12.863,0.0,6089.0,1.025,2.52
3407,Kepler-1940 b,1.54732469,3.01,4.950610161,885.0,0.0525,145.23,0.0,5431.0,0.717,4.46
3408,Kepler-1941 b,2.64976949,7.51,31.33510017,666.0,0.2054,46.53,0.0,6404.0,1.142,2.22
3409,Kepler-1942 b,2.1170287,5.13,4.626049995,1012.0,0.0516,247.34,0.0,5834.0,0.797,2.97
3410,Kepler-1943 b,1.54869189,3.02,4.850180149,1098.0,0.05975,724.2,0.0,6032.0,0.973,4.47
3411,Kepler-1944 b,2.75971163,8.05,9.842579842,801.0,0.0918,97.62,0.0,5585.0,0.972,2.1
3412,Kepler-1945 b,1.289,2.21,6.080039978,808.0,0.0597,100.72,0.0,4991.0,0.804,5.67
3413,Kepler-1946 b,2.48812698,6.75,3.035190105,1143.0,0.0394,403.53,0.0,5505.0,0.873,2.41
3414,Kepler-1947 b,1.0101666,1.01,6.963630199,1298.0,0.07375,229.4,0.0,6040.0,1.686,5.38
3415,Kepler-1948 b,1.03283226,1.09,15.57129955,399.0,0.1022,5.98,0.0,3872.0,0.557,5.44
3416,Kepler-1949 b,2.21964541,5.56,2.208280087,1709.0,0.0352,2016.25,0.0,6028.0,1.454,2.79
3417,Kepler-195 b,2.03,4.78,8.307872,751.0,0.077,74.148,0.0,5329.0,0.775,3.14
3418,Kepler-195 c,1.55,3.02,34.096863,469.0,0.197,11.281,0.0,5329.0,0.775,4.46
3419,Kepler-1950 b,1.52696349,2.95,10.77690029,752.0,0.0871,75.83,0.0,5455.0,0.852,4.55
3420,Kepler-1951 b,2.32107188,6.0,20.65780067,728.0,0.1435,66.27,0.0,5468.0,1.306,2.64
3421,Kepler-1952 b,1.23923346,2.07,27.21080017,725.0,0.1724,65.27,0.0,5973.0,1.305,5.98
3422,Kepler-1953 b,1.28574667,2.2,6.245659828,731.0,0.0607,67.62,0.0,4858.0,0.707,5.69
3423,Kepler-1954 b,1.80235934,3.9,5.883430004,949.0,0.0625,192.09,0.0,5840.0,0.849,3.66
3424,Kepler-1955 b,1.16654878,1.69,14.26519966,853.0,0.11959,114.3,0.0,5825.0,1.291,5.85
3425,Kepler-1956 b,1.08940238,1.32,5.943719864,674.0,0.0563,48.82,0.0,4391.0,0.682,5.61
3426,Kepler-1957 b,0.94374867,0.79,2.186619997,1099.0,0.0299,345.07,0.0,4904.0,0.772,5.16
3427,Kepler-1958 b,2.05124311,4.86,9.328619957,806.0,0.0856,99.6,0.0,5749.0,0.864,3.09
3428,Kepler-1959 b,1.14315727,1.57,6.38669014,811.0,0.0617,102.25,0.0,5071.0,0.811,5.78
3429,Kepler-196 b,1.9,4.27,20.739886,536.0,0.138,20.735,0.0,5128.0,0.782,3.42
3430,Kepler-196 c,2.24,5.65,47.427737,407.0,0.24,6.88,0.0,5128.0,0.782,2.76
3431,Kepler-196 d,2.66065673,7.56,122.0800018,297.0,0.4545,1.8,0.0,5132.0,0.77,2.21
3432,Kepler-1960 b,1.30749704,2.26,2.297940016,1547.0,0.0354,1352.14,0.0,6371.0,1.072,5.56
3433,Kepler-1961 b,1.6187808,3.25,5.604710102,866.0,0.0588,132.98,0.0,5401.0,0.777,4.21
3434,Kepler-1962 b,1.21463929,1.95,7.991459846,901.0,0.0783,155.95,0.0,5700.0,1.006,5.98
3435,Kepler-1963 b,0.74437023,0.337,1.962260008,1448.0,0.02915,612.3,0.0,5726.0,0.979,4.49
3436,Kepler-1964 b,1.7810587,3.83,2.440829992,986.0,0.0322,223.8,0.0,4803.0,0.698,3.73
3437,Kepler-1965 b,1.35415138,2.4,41.86869812,492.0,0.22971,13.8,0.0,5852.0,0.837,5.31
3438,Kepler-1966 b,1.10479327,1.39,8.617429733,733.0,0.0763,68.28,0.0,5009.0,0.84,5.66
3439,Kepler-1967 b,0.73022577,0.315,7.281690121,1086.0,0.06686,57.1,0.0,4970.0,1.806,4.45
3440,Kepler-1968 b,1.50004034,2.86,7.281099796,744.0,0.0696,72.16,0.0,5008.0,0.788,4.66
3441,Kepler-1969 b,1.68161001,3.47,6.647520065,999.0,0.0717,235.89,0.0,6046.0,1.007,4.01
3442,Kepler-197 b,1.02,1.04,5.599308,1142.0,0.06,431.256,0.02,6004.0,1.12,5.39
